iter	Passed	Remaining
474	5854	6471
475	5867	6458
476	5879	6446
477	5892	6434
478	5905	6423
479	5918	6412
480	5930	6399
481	5943	6387
482	5957	6376
483	5970	6365
484	5983	6353
485	5997	6342
486	6009	6330
487	6023	6319
488	6037	6309
489	6051	6298
490	6064	6286
491	6077	6274
492	6088	6261
493	6100	6249
494	6113	6237
495	6127	6226
496	6138	6213
497	6153	6203
498	6166	6191
499	6179	6179
500	6191	6167
501	6204	6155
502	6218	6144
503	6231	6132
504	6246	6122
505	6260	6112
506	6272	6099
507	6284	6086
508	6297	6074
509	6309	6062
510	6320	6048
511	6333	6036
512	6346	6024
513	6359	6013
514	6373	6002
515	6386	5990
516	6399	5978
517	6413	5967
518	6426	5955
519	6439	5944
520	6453	5932
521	6466	5921
522	6480	5910
523	6493	5898
524	6506	5886
525	6519	5874
526	6533	5863
527	6546	5852
528	6559	5840
529	6572	5828
530	6586	5817
531	6599	5805
532	6612	5793
533	6625	5781
534	6637	5768
535	6647	5754
536	6658	5741
537	6670	5728
538	6681	5714
539	6694	5702
540	6707	5690
541	6718	5677
542	6730	5664
543	6742	5651
544	6754	5639
545	6766	5626
546	6777	5613
547	6790	5601
548	6802	5588
549	6814	5575
550	6826	5562
551	6839	5551
552	6852	5538
553	6864	5526
554	6876	5513
555	6889	5502
556	6902	5489
557	6914	5476
558	6925	5463
559	6937	5450
560	6949	5438
561	6961	5425
562	6973	5412
563	6985	5399
564	6996	5386
565	7007	5372
566	7019	5360
567	7030	5347
568	7041	5333
569	7053	5320
570	7064	5307
571	7074	5293
572	7086	5281
573	7099	5268
574	7110	5255
575	7122	5243
576	7134	5230
577	7146	5217
578	7158	5205
579	7170	5192
580	7182	5179
581	7193	5166
582	7206	5154
583	7218	5141
584	7230	5129
585	7242	5116
586	7254	5103
587	7267	5092
588	7279	5079
589	7293	5068
590	7305	5055
591	7318	5044
592	7330	5031
593	7344	5019
594	7356	5007
595	7367	4994
596	7380	4982
597	7392	4969
598	7404	4956
599	7416	4944
600	7429	4932
601	7441	4920
602	7453	4907
603	7465	4894
604	7477	4881
605	7490	4870
606	7504	4858
607	7515	4845
608	7527	4833
609	7540	4820
610	7552	4808
611	7564	4795
612	7576	4783
613	7588	4770
614	7600	4757
615	7613	4745
616	7626	4734
617	7640	4723
618	7655	4711
619	7668	4699
620	7681	4688
621	7694	4675
622	7706	4663
623	7718	4651
624	7731	4638
625	7743	4626
626	7756	4614
627	7768	4601
628	7779	4588
629	7792	4576
630	7803	4563
631	7815	4550
632	7827	4538
633	7840	4526
634	7853	4514
635	7865	4501
636	7876	4488
637	7889	4476
638	7901	4464
639	7914	4451
640	7927	4440
641	7941	4428
642	7954	4416
643	7966	4403
644	7978	4391
645	7989	4378
646	8000	4365
647	8011	4352
648	8021	4338
649	8033	4325
650	8044	4312
651	8055	4299
652	8066	4286
653	8076	4272
654	8088	4260
655	8099	4247
656	8109	4233
657	8119	4220
658	8131	4207
659	8142	4194
660	8152	4181
661	8163	4168
662	8174	4154
663	8184	4141
664	8195	4128
665	8205	4114
666	8216	4101
667	8227	4088
668	8237	4075
669	8248	4062
670	8259	4049
671	8268	4036
672	8279	4022
673	8289	4009
674	8299	3996
675	8310	3983
676	8322	3970
677	8334	3958
678	8345	3945
679	8356	3932
680	8367	3919
681	8378	3906
682	8389	3893
683	8400	3880
684	8411	3867
685	8421	3854
686	8431	3841
687	8443	3829
688	8453	3815
689	8464	3802
690	8475	3790
691	8488	3777
692	8500	3765
693	8512	3753
694	8524	3741
695	8537	3728
696	8549	3716
697	8562	3704
698	8573	3691
699	8584	3678
700	8594	3665
701	8606	3653
702	8619	3641
703	8631	3629
704	8644	3617
705	8657	3605
706	8671	3593
707	8684	3581
708	8696	3569
709	8709	3557
710	8722	3545
711	8735	3533
712	8749	3521
713	8762	3510
714	8775	3498
715	8789	3486
716	8803	3474
717	8816	3462
718	8829	3450
719	8841	3438
720	8855	3426
721	8868	3414
722	8881	3402
723	8894	3390
724	8906	3378
725	8918	3365
726	8930	3353
727	8940	3340
728	8952	3328
729	8965	3315
730	8975	3302
731	8987	3290
732	8999	3277
733	9011	3265
734	9023	3253
735	9036	3241
736	9047	3228
737	9059	3216
738	9071	3203
739	9083	3191
740	9094	3178
741	9104	3165
742	9115	3152
743	9126	3140
744	9136	3127
745	9147	3114
746	9159	3102
747	9171	3089
748	9183	3077
749	9195	3065
750	9207	3052
751	9219	3040
752	9231	3028
753	9243	3015
754	9255	3003
755	9268	2991
756	9280	2978
757	9291	2966
758	9303	2953
759	9314	2941
760	9327	2929
761	9339	2917
762	9352	2905
763	9364	2892
764	9376	2880
765	9389	2868
766	9400	2855
767	9412	2843
768	9423	2830
769	9435	2818
770	9447	2806
771	9459	2793
772	9471	2781
773	9483	2769
774	9495	2756
775	9507	2744
776	9519	2732
777	9531	2719
778	9542	2707
779	9554	2694
780	9566	2682
781	9579	2670
782	9591	2658
783	9603	2645
784	9615	2633
785	9626	2621
786	9638	2608
787	9650	2596
788	9661	2583
789	9674	2571
790	9686	2559
791	9697	2546
792	9709	2534
793	9721	2522
794	9733	2509
795	9744	2497
796	9757	2485
797	9769	2472
798	9780	2460
799	9792	2448
800	9803	2435
801	9816	2423
802	9827	2410
803	9839	2398
804	9851	2386
805	9864	2374
806	9876	2362
807	9889	2349
808	9901	2337
809	9913	2325
810	9925	2313
811	9937	2300
812	9950	2288
813	9960	2275
814	9970	2263
815	9981	2250
816	9993	2238
817	10004	2226
818	10016	2213
819	10027	2201
820	10038	2188
821	10050	2176
822	10062	2164
823	10073	2151
824	10084	2139
825	10095	2126
826	10105	2113
827	10116	2101
828	10127	2089
829	10138	2076
830	10149	2064
831	10159	2051
832	10169	2038
833	10180	2026
834	10191	2013
835	10200	2001
836	10212	1988
837	10223	1976
838	10233	1963
839	10244	1951
840	10255	1938
841	10265	1926
842	10276	1913
843	10286	1901
844	10298	1889
845	10311	1876
846	10322	1864
847	10333	1852
848	10344	1839
849	10356	1827
850	10366	1815
851	10376	1802
852	10387	1790
853	10399	1777
854	10409	1765
855	10421	1753
856	10431	1740
857	10442	1728
858	10453	1715
859	10464	1703
860	10475	1691
861	10487	1678
862	10497	1666
863	10509	1654
864	10521	1642
865	10531	1629
866	10543	1617
867	10554	1605
868	10565	1592
869	10576	1580
870	10586	1567
871	10596	1555
872	10606	1543
873	10618	1530
874	10629	1518
875	10640	1506
876	10651	1493
877	10662	1481
878	10673	1469
879	10684	1456
880	10694	1444
881	10704	1432
882	10716	1419
883	10728	1407
884	10740	1395
885	10752	1383
886	10763	1371
887	10775	1359
888	10787	1346
889	10800	1334
890	10812	1322
891	10823	1310
892	10834	1298
893	10847	1286
894	10859	1273
895	10872	1261
896	10888	1250
897	10901	1238
898	10915	1226
899	10928	1214
900	10939	1202
901	10952	1190
902	10965	1177
903	10978	1165
904	10989	1153
905	11002	1141
906	11014	1129
907	11026	1117
908	11039	1105
909	11052	1093
910	11065	1080
911	11078	1068
912	11090	1056
913	11102	1044
914	11115	1032
915	11126	1020
916	11137	1008
917	11148	995
918	11161	983
919	11173	971
920	11184	959
921	11197	947
922	11209	935
923	11220	922
924	11233	910
925	11246	898
926	11258	886
927	11270	874
928	11282	862
929	11294	850
930	11307	838
931	11318	825
932	11331	813
933	11343	801
934	11355	789
935	11367	777
936	11380	765
937	11393	753
938	11406	741
939	11420	728
940	11433	716
941	11445	704
942	11458	692
943	11470	680
944	11482	668
945	11494	656
946	11506	643
947	11519	631
948	11530	619
949	11542	607
950	11554	595
951	11567	583
952	11579	571
953	11592	558
954	11604	546
955	11617	534
956	11628	522
957	11642	510
958	11654	498
959	11667	486
960	11678	473
961	11691	461
962	11703	449
963	11715	437
964	11726	425
965	11738	413
966	11749	400
967	11761	388
968	11773	376
969	11786	364
970	11799	352
971	11811	340
972	11823	328
973	11835	315
974	11847	303
975	11859	291
976	11871	279
977	11883	267
978	11896	255
979	11907	243
980	11919	230
981	11932	218
982	11945	206
983	11956	194
984	11969	182
985	11981	170
986	11993	157
987	12004	145
988	12014	133
989	12025	121
990	12036	109
991	12048	97
992	12059	85
993	12069	72
994	12081	60
995	12093	48
996	12104	36
997	12115	24
998	12126	12
999	12137	0
